,OutcomeType,SexUponOutcome,Breed,Color,Age
9357,1,Spayed Female,Siberian Husky Mix,White,1
9358,1,Neutered Male,Chihuahua Shorthair Mix,Tan/White,1
9359,0,Spayed Female,Miniature Schnauzer Mix,Black/Tan,1
9360,1,Spayed Female,Labrador Retriever Mix,Red/White,1
9361,1,Neutered Male,Chihuahua Shorthair,Tricolor,1
9362,1,Spayed Female,Chihuahua Shorthair Mix,Tan/Black,1
9363,1,Neutered Male,Chihuahua Shorthair/Dachshund,Fawn/White,1
9364,1,Neutered Male,Miniature Poodle Mix,White,1
9365,1,Neutered Male,Yorkshire Terrier Mix,Tan/Black,1
9366,0,Intact Male,Pit Bull Mix,Black/White,1
9367,1,Spayed Female,Chihuahua Longhair Mix,Red/White,1
9368,0,Spayed Female,Anatol Shepherd Mix,White/Black,1
9369,0,Spayed Female,Anatol Shepherd Mix,White/Black,1
9370,0,Neutered Male,Plott Hound Mix,Brown Brindle/White,1
9371,1,Spayed Female,Dachshund Mix,Tan/White,1
9372,1,Neutered Male,Chihuahua Shorthair Mix,Tan,1
9373,1,Neutered Male,Yorkshire Terrier Mix,Black,1
9374,1,Neutered Male,Dachshund Mix,Tan/Black,1
9375,1,Intact Female,Chihuahua Longhair Mix,Red,1
9376,1,Spayed Female,Miniature Poodle Mix,White,1
9377,1,Neutered Male,Catahoula Mix,White/Black,1
9378,1,Neutered Male,Chihuahua Shorthair/Dachshund,Brown,1
9379,0,Intact Female,Australian Shepherd Mix,Sable,1
9380,1,Spayed Female,Chihuahua Longhair Mix,White/Brown,1
9381,1,Spayed Female,Chihuahua Longhair Mix,Black,1
9382,1,Spayed Female,Chihuahua Shorthair Mix,Tricolor,1
9383,1,Neutered Male,Beagle Mix,Red/White,1
9384,1,Neutered Male,Miniature Poodle Mix,White,1
9385,1,Neutered Male,Chihuahua Shorthair Mix,Brown/Tan,1
9386,1,Neutered Male,Chihuahua Shorthair Mix,Tan,1
9387,1,Spayed Female,Pit Bull Mix,Blue/White,1
9388,0,Intact Male,Catahoula Mix,Brown Brindle,1
9389,1,Spayed Female,Great Pyrenees Mix,White,1
9390,0,Intact Male,Shih Tzu Mix,Buff,1
9391,0,Intact Female,Shih Tzu Mix,Red,1
9392,0,Intact Male,Chihuahua Shorthair Mix,Chocolate/White,1
9393,0,Intact Female,Chihuahua Shorthair Mix,Brown/White,1
9394,0,Intact Female,Australian Cattle Dog Mix,White/Brown,1
9395,1,Spayed Female,German Shepherd Mix,Sable,1
9396,1,Neutered Male,Australian Shepherd Mix,Black/Tan,1
9397,1,Neutered Male,Miniature Poodle Mix,Black/White,1
9398,1,Spayed Female,Siberian Husky Mix,Brown/White,1
9399,1,Spayed Female,Miniature Poodle Mix,White,1
9400,1,Neutered Male,Miniature Poodle Mix,White/Black,1
9401,0,Spayed Female,Miniature Poodle Mix,White,1
9402,0,Neutered Male,Cairn Terrier Mix,Tan,1
9403,1,Spayed Female,Dachshund Mix,Tan,1
9404,1,Neutered Male,Jack Russell Terrier Mix,White,1
9405,0,Intact Male,Chihuahua Shorthair Mix,Tan/White,1
9406,1,Spayed Female,Chihuahua Shorthair Mix,Tan/White,1
9407,1,Neutered Male,Jack Russell Terrier Mix,Chocolate/White,1
9408,1,Spayed Female,Labrador Retriever Mix,Yellow,1
9409,1,Neutered Male,Pit Bull Mix,Brown Brindle,1
9410,1,Spayed Female,Chihuahua Shorthair Mix,Tricolor,1
9411,1,Neutered Male,Chihuahua Shorthair Mix,Black/Tan,1
9412,1,Neutered Male,Jack Russell Terrier Mix,White/Brown,1
9413,1,Neutered Male,Yorkshire Terrier Mix,Brown/Black,1
9414,1,Spayed Female,Miniature Poodle Mix,Buff,1
9415,1,Spayed Female,Boxer Mix,White,1
9416,0,Intact Female,Anatol Shepherd Mix,White,1
9417,1,Neutered Male,Cairn Terrier Mix,Red/White,1
9418,1,Spayed Female,Siberian Husky Mix,Black/White,1
9419,0,Intact Female,Boxer Mix,Brown Brindle/White,1
9420,1,Spayed Female,Chihuahua Shorthair Mix,Black,1
9421,1,Neutered Male,Chihuahua Shorthair/Dachshund,Tricolor,1
9422,0,Intact Male,Chihuahua Shorthair Mix,Tan,1
9423,0,Intact Male,Chihuahua Shorthair Mix,Tan,1
9424,1,Neutered Male,Chihuahua Shorthair Mix,Tan/White,1
9425,1,Neutered Male,Chihuahua Shorthair Mix,Brown/White,1
9426,1,Spayed Female,Yorkshire Terrier Mix,Black/Tan,1
9427,1,Neutered Male,Chihuahua Shorthair Mix,Black/Tan,1
9428,1,Neutered Male,Miniature Schnauzer Mix,Chocolate,1
9429,0,Intact Female,Australian Cattle Dog Mix,White/Brown,1
9430,1,Neutered Male,Yorkshire Terrier Mix,Black/Tan,1
9431,0,Intact Male,Jack Russell Terrier Mix,White/Tan,1
9432,1,Neutered Male,Chihuahua Shorthair Mix,Tan,1
9433,0,Intact Male,Shih Tzu Mix,Tan/White,1
9434,0,Neutered Male,Dachshund Mix,Black/White,1
9435,1,Neutered Male,Dachshund Mix,Tan/White,1
9436,1,Spayed Female,Pit Bull Mix,Tan,1
9437,1,Intact Male,Jack Russell Terrier Mix,Tricolor,1
9438,1,Neutered Male,Miniature Poodle Mix,White/Black,1
9439,0,Intact Male,Chihuahua Shorthair Mix,Tricolor,1
9440,1,Intact Male,Pit Bull Mix,Blue/White,1
9441,0,Spayed Female,Siberian Husky Mix,Black/White,1
9442,1,Neutered Male,Yorkshire Terrier Mix,Black/Tan,1
9443,1,Neutered Male,Chihuahua Shorthair Mix,Buff,1
9444,1,Neutered Male,Chihuahua Shorthair Mix,Yellow,1
9445,0,Intact Female,Chihuahua Shorthair Mix,White/Tan,1
9446,0,Neutered Male,Chihuahua Shorthair Mix,Black/White,1
9447,1,Spayed Female,Chihuahua Shorthair Mix,Red/White,1
9448,0,Intact Male,Black Mouth Cur Mix,Tricolor,1
9449,1,Neutered Male,Chihuahua Shorthair Mix,Yellow,1
9450,1,Spayed Female,Labrador Retriever Mix,Chocolate,1
9451,1,Spayed Female,Dachshund Mix,Black/Tan,1
9452,1,Spayed Female,German Shepherd Mix,Black/Tan,1
9453,1,Spayed Female,Siberian Husky Mix,Tricolor,1
9454,1,Neutered Male,Dachshund Mix,Black/Brown,1
9455,0,Intact Female,Australian Cattle Dog Mix,Black/Tricolor,1
9456,1,Neutered Male,Chihuahua Shorthair/Dachshund,Cream,1
9457,1,Neutered Male,Labrador Retriever,Brown,1
9458,1,Neutered Male,Staffordshire Mix,Blue/White,1
9459,1,Neutered Male,German Shepherd,Black/Brown,1
9460,1,Spayed Female,Beagle Mix,Tricolor,1
9461,0,Intact Female,Chihuahua Shorthair,Black,1
9462,1,Neutered Male,Pit Bull,Black/White,1
9463,1,Spayed Female,Chihuahua Shorthair,Tan/White,1
9464,0,Intact Male,Pit Bull,Brown Brindle,1
9465,1,Spayed Female,Chihuahua Shorthair,Tan/White,1
9466,1,Spayed Female,Dachshund Mix,Red,1
9467,1,Spayed Female,Labrador Retriever,White/Brown Brindle,1
9468,1,Spayed Female,Labrador Retriever,Tan,1
9469,1,Spayed Female,Beagle Mix,Tricolor,1
9470,1,Neutered Male,Chihuahua Shorthair Mix,Brown/White,1
9471,1,Neutered Male,Chihuahua Shorthair/Dachshund,Brown/White,1
9472,1,Spayed Female,Catahoula Mix,Brown,1
9473,1,Neutered Male,Miniature Schnauzer Mix,Tan,1
9474,1,Neutered Male,Miniature Schnauzer Mix,White/Tan,1
9475,1,Neutered Male,Miniature Schnauzer Mix,White,1
9476,1,Spayed Female,Miniature Schnauzer Mix,Tan,1
9477,1,Spayed Female,Miniature Schnauzer Mix,White,1
9478,0,Intact Female,Chihuahua Shorthair Mix,White,1
9479,1,Spayed Female,Border Collie Mix,Tricolor,1
9480,1,Neutered Male,Chihuahua Shorthair Mix,Brown/White,1
9481,1,Neutered Male,Cairn Terrier Mix,Tricolor,1
9482,1,Neutered Male,Pit Bull Mix,Black/White,1
9483,1,Neutered Male,Dachshund Mix,Chocolate,1
9484,1,Neutered Male,Jack Russell Terrier Mix,White/Tan,1
9485,1,Neutered Male,Pit Bull Mix,Brown Brindle/White,1
9486,0,Spayed Female,Chihuahua Shorthair Mix,Red,1
9487,1,Neutered Male,Siberian Husky Mix,Black/White,1
9488,0,Neutered Male,Chihuahua Shorthair Mix,Black/White,1
9489,1,Spayed Female,Miniature Poodle Mix,White,1
9490,0,Neutered Male,Labrador Retriever,Black,1
9491,0,Neutered Male,Miniature Schnauzer Mix,Black/White,1
9492,0,Neutered Male,Chihuahua Shorthair Mix,Tan/Black,1
9493,1,Spayed Female,Chihuahua Shorthair/Dachshund,Black/Brown,1
9494,1,Spayed Female,Chihuahua Shorthair Mix,Red/White,1
9495,1,Spayed Female,Chihuahua Shorthair/Dachshund,Tan/White,1
9496,1,Intact Male,Miniature Poodle Mix,White,1
9497,1,Neutered Male,Border Collie Mix,Black/Brown,1
9498,1,Neutered Male,German Shepherd Mix,Tricolor,1
9499,1,Neutered Male,Chihuahua Shorthair Mix,White/Tan,1
9500,1,Spayed Female,Chihuahua Shorthair Mix,Black/Tricolor,1
9501,0,Spayed Female,Chihuahua Shorthair Mix,Black/Brown,1
9502,1,Spayed Female,Boxer Mix,Red/White,1
9503,0,Spayed Female,Yorkshire Terrier Mix,Tan,1
9504,1,Neutered Male,Jack Russell Terrier Mix,Tricolor,1
9505,1,Neutered Male,Chihuahua Shorthair Mix,Brown/White,1
9506,1,Intact Male,Siberian Husky Mix,Black/White,1
9507,1,Neutered Male,Chihuahua Shorthair Mix,Black/White,1
9508,1,Spayed Female,Labrador Retriever Mix,White/Tan,1
9509,1,Neutered Male,Pit Bull Mix,Tan/White,1
9510,1,Spayed Female,Labrador Retriever Mix,Black,1
9511,0,Neutered Male,Cairn Terrier Mix,White,1
9512,1,Spayed Female,Chihuahua Shorthair Mix,Black/White,1
9513,1,Spayed Female,Pit Bull Mix,White,1
9514,1,Spayed Female,Australian Cattle Dog Mix,Red/White,1
9515,1,Spayed Female,Pit Bull Mix,Black/White,1
9516,0,Intact Female,Chihuahua Shorthair Mix,Brown/White,1
9517,1,Neutered Male,Labrador Retriever Mix,Black,1
9518,1,Neutered Male,Chihuahua Longhair Mix,Black/Brown,1
9519,1,Spayed Female,Border Collie Mix,Black/White,1
9520,1,Spayed Female,Yorkshire Terrier Mix,White/Brown,1
9521,1,Spayed Female,Great Pyrenees Mix,Cream,1
9522,0,Intact Female,Plott Hound Mix,Brown Brindle/White,1
9523,1,Neutered Male,German Shepherd Mix,White,1
9524,1,Spayed Female,Boxer Mix,Red/White,1
9525,1,Spayed Female,Labrador Retriever Mix,Tan/White,1
9526,1,Neutered Male,German Shepherd Mix,Black,1
9527,1,Spayed Female,Chihuahua Shorthair Mix,Brown/Black,1
9528,1,Neutered Male,Yorkshire Terrier Mix,Black/Tan,1
9529,1,Spayed Female,Chihuahua Longhair Mix,Black,1
9530,1,Spayed Female,Chihuahua Shorthair Mix,Black/Brown,1
9531,1,Spayed Female,Chihuahua Shorthair Mix,Black/Tricolor,1
9532,0,Intact Male,Miniature Poodle Mix,Black,1
9533,1,Spayed Female,Dachshund Mix,White/Tan,1
9534,1,Neutered Male,Chihuahua Shorthair Mix,White/Black,1
9535,1,Spayed Female,Catahoula Mix,Tan/White,1
9536,0,Intact Female,Pit Bull Mix,Tan/White,1
9537,1,Neutered Male,Jack Russell Terrier Mix,Black/Tricolor,1
9538,1,Spayed Female,Miniature Poodle Mix,Brown,1
9539,1,Neutered Male,Cairn Terrier Mix,Buff,1
9540,1,Neutered Male,Cairn Terrier Mix,Tricolor,1
9541,1,Neutered Male,German Shepherd Mix,Black/Brown,1
9542,1,Neutered Male,Siberian Husky Mix,Black/White,1
9543,1,Spayed Female,Chihuahua Shorthair Mix,Black/Tan,1
9544,1,Spayed Female,Dachshund Mix,Black,1
9545,1,Neutered Male,German Shepherd Mix,Black/Brown,1
9546,1,Neutered Male,Chihuahua Longhair Mix,Black/Brown,1
9547,0,Neutered Male,Miniature Poodle Mix,White,1
9548,1,Neutered Male,Labrador Retriever,Tricolor,1
9549,0,Spayed Female,Labrador Retriever Mix,Black/White,1
9550,1,Neutered Male,Labrador Retriever Mix,Yellow,1
9551,0,Spayed Female,German Shepherd Mix,Black/Brown,1
9552,1,Neutered Male,Cairn Terrier Mix,Tan,1
9553,1,Spayed Female,Chihuahua Shorthair Mix,Brown/White,1
9554,1,Neutered Male,Labrador Retriever Mix,Tan/White,1
9555,0,Neutered Male,Labrador Retriever Mix,Brown/Tan,1
9556,0,Neutered Male,Pit Bull Mix,White/Brown,1
9557,1,Spayed Female,Labrador Retriever Mix,Brown,1
9558,1,Spayed Female,German Shepherd Mix,Black/Brown,1
9559,1,Spayed Female,Chihuahua Shorthair Mix,Chocolate,1
9560,1,Spayed Female,Dachshund Mix,Brown/White,1
9561,1,Neutered Male,Chihuahua Shorthair Mix,White/Tan,1
9562,1,Neutered Male,Pit Bull Mix,Black/White,1
9563,1,Spayed Female,Jack Russell Terrier Mix,Tricolor,1
9564,1,Neutered Male,Pit Bull Mix,Brown Brindle/White,1
9565,1,Neutered Male,Cairn Terrier Mix,Tan/White,1
9566,1,Intact Male,German Shepherd Mix,Black/Brown,1
9567,1,Spayed Female,Labrador Retriever Mix,Brown Brindle,1
9568,1,Neutered Male,Staffordshire Mix,Black/White,1
9569,1,Neutered Male,Chihuahua Shorthair Mix,Brown,1
9570,1,Neutered Male,Labrador Retriever Mix,Black/White,1
9571,1,Spayed Female,Chihuahua Shorthair Mix,Brown,1
9572,1,Spayed Female,Dachshund Mix,White/Black,1
9573,1,Spayed Female,Australian Shepherd Mix,Black/Brown,1
9574,1,Spayed Female,German Shepherd Mix,Tan/Black,1
9575,1,Intact Male,Labrador Retriever Mix,Brown/Black,1
9576,0,Intact Female,Chihuahua Shorthair,Buff,1
9577,1,Spayed Female,Labrador Retriever Mix,White/Brown,1
9578,0,Spayed Female,Border Collie Mix,White/Black,1
9579,1,Spayed Female,Anatol Shepherd Mix,Brown Brindle/White,1
9580,1,Neutered Male,Chihuahua Shorthair Mix,White,1
9581,1,Neutered Male,Labrador Retriever Mix,Brown,1
9582,0,Intact Male,Chihuahua Shorthair Mix,Brown,1
9583,1,Neutered Male,Labrador Retriever,Chocolate,1
9584,1,Spayed Female,Labrador Retriever Mix,Tan/White,1
9585,1,Neutered Male,Chihuahua Shorthair Mix,Tan,1
9586,1,Spayed Female,Chihuahua Shorthair Mix,Black/Tricolor,1
9587,1,Neutered Male,Boxer Mix,Brown,1
9588,0,Intact Female,Pit Bull Mix,Brown/White,1
9589,1,Spayed Female,German Shepherd,Brown/Black,1
9590,1,Spayed Female,Labrador Retriever Mix,Black/White,1
9591,0,Neutered Male,Chihuahua Shorthair Mix,Black/Tricolor,1
9592,1,Spayed Female,German Shepherd Mix,White,1
9593,1,Neutered Male,Border Collie Mix,White/Black,1
9594,1,Spayed Female,Australian Shepherd Mix,Brown,1
9595,1,Neutered Male,Australian Shepherd Mix,Brown Brindle/White,1
9596,0,Intact Male,Pit Bull Mix,White,1
9597,1,Spayed Female,Chihuahua Shorthair Mix,Black/Tan,1
9598,1,Neutered Male,Chihuahua Shorthair Mix,Red/White,1
9599,1,Intact Female,Anatol Shepherd Mix,Brown Brindle,1
9600,1,Spayed Female,Pit Bull Mix,Tricolor,1
9601,0,Neutered Male,Jack Russell Terrier Mix,White/Brown,1
9602,1,Spayed Female,German Shepherd Mix,Brown/Black,1
9603,0,Intact Female,Chihuahua Shorthair Mix,Tricolor,1
9604,1,Neutered Male,Chihuahua Shorthair Mix,Chocolate/White,1
9605,1,Neutered Male,Chihuahua Shorthair Mix,White/Black,1
9606,1,Spayed Female,Miniature Schnauzer Mix,Tricolor,1
9607,0,Spayed Female,Chihuahua Shorthair Mix,Brown/White,1
9608,0,Intact Female,Pit Bull Mix,Blue,1
9609,0,Spayed Female,Labrador Retriever Mix,Buff,1
9610,1,Spayed Female,Border Collie Mix,Black/White,1
9611,1,Neutered Male,Boxer Mix,Brown,1
9612,1,Neutered Male,Siberian Husky Mix,Tan/White,1
9613,1,Neutered Male,Chihuahua Shorthair Mix,Black/White,1
9614,0,Spayed Female,Pit Bull Mix,White/Brown,1
9615,0,Spayed Female,Chihuahua Shorthair Mix,White/Brown,1
9616,0,Spayed Female,Chihuahua Shorthair Mix,Cream,1
9617,1,Neutered Male,Rat Terrier Mix,Tricolor,1
9618,0,Neutered Male,Chihuahua Shorthair Mix,Tan,1
9619,1,Neutered Male,Chihuahua Shorthair Mix,Red/White,1
9620,1,Spayed Female,Chihuahua Shorthair Mix,White/Brown,1
9621,1,Neutered Male,Cairn Terrier Mix,Tan/White,1
9622,1,Neutered Male,Dachshund Mix,Brown,1
9623,0,Intact Male,Miniature Poodle Mix,White,1
9624,1,Spayed Female,Dachshund Mix,Black,1
9625,1,Neutered Male,Chihuahua Shorthair Mix,Tan/White,1
9626,1,Spayed Female,Pit Bull Mix,Blue/White,1
9627,1,Spayed Female,Chihuahua Shorthair Mix,Tan,1
9628,0,Intact Male,Miniature Schnauzer Mix,Chocolate,1
9629,1,Neutered Male,Chihuahua Shorthair Mix,Brown,1
9630,0,Neutered Male,Beagle Mix,Tan/White,1
9631,1,Neutered Male,Yorkshire Terrier Mix,Black/Brown,1
9632,1,Spayed Female,Chihuahua Shorthair Mix,Tan,1
9633,1,Neutered Male,German Shepherd Mix,Tan/Black,1
9634,1,Neutered Male,Chihuahua Shorthair Mix,Tan/White,1
9635,1,Neutered Male,Chihuahua Shorthair Mix,Black,1
9636,0,Neutered Male,German Shepherd,Black/Tan,1
9637,1,Spayed Female,Chihuahua Shorthair Mix,Red/White,1
9638,1,Spayed Female,Cairn Terrier Mix,White/Tan,1
9639,1,Neutered Male,Cairn Terrier Mix,Black/Tan,1
9640,1,Spayed Female,Labrador Retriever Mix,Black/White,1
9641,0,Neutered Male,Chihuahua Shorthair Mix,Chocolate/White,1
9642,1,Neutered Male,Chihuahua Shorthair Mix,Tan/White,1
9643,1,Intact Female,Staffordshire Mix,Blue/White,1
9644,1,Neutered Male,Chihuahua Shorthair Mix,Tan,1
9645,0,Neutered Male,Dachshund Mix,Brown,1
9646,1,Neutered Male,Chihuahua Shorthair Mix,Black/Tan,1
9647,1,Spayed Female,Chihuahua Shorthair Mix,Red,1
9648,0,Spayed Female,Dachshund Mix,Black/Tan,1
9649,0,Spayed Female,German Shepherd Mix,Brown/Black,1
9650,1,Neutered Male,Black Mouth Cur Mix,Tan/Black,1
9651,0,Intact Female,Australian Cattle Dog Mix,Black,1
9652,1,Spayed Female,Miniature Poodle Mix,White,1
9653,1,Neutered Male,Rat Terrier Mix,Black/White,1
9654,1,Spayed Female,Chihuahua Shorthair Mix,Tan,1
9655,0,Neutered Male,Cairn Terrier Mix,Brown,1
9656,1,Neutered Male,Chihuahua Shorthair Mix,Black/White,1
9657,1,Neutered Male,Chihuahua Shorthair/Dachshund,Brown/Black,1
9658,1,Spayed Female,Chihuahua Shorthair Mix,Tricolor,1
9659,1,Neutered Male,Yorkshire Terrier Mix,Black/Brown,1
9660,1,Spayed Female,Cairn Terrier Mix,Black/White,1
9661,0,Spayed Female,Jack Russell Terrier Mix,White/Tan,1
9662,0,Spayed Female,Jack Russell Terrier Mix,White/Tan,1
9663,1,Neutered Male,Chihuahua Shorthair Mix,Brown/White,1
9664,1,Intact Female,Labrador Retriever Mix,Black,1
9665,1,Spayed Female,Cairn Terrier Mix,White,1
9666,1,Neutered Male,Chihuahua Shorthair Mix,Brown,1
9667,1,Spayed Female,Chihuahua Shorthair Mix,Tan/Black,1
9668,1,Neutered Male,Jack Russell Terrier Mix,White/Brown,1
9669,1,Neutered Male,Cairn Terrier Mix,Black/White,1
9670,1,Spayed Female,Australian Cattle Dog Mix,Brown/White,1
9671,1,Neutered Male,Cairn Terrier Mix,Black,1
9672,1,Neutered Male,Cairn Terrier Mix,Black/Tan,1
9673,1,Neutered Male,Rat Terrier Mix,Tan,1
9674,1,Intact Female,Pit Bull Mix,White/Tan,1
9675,1,Spayed Female,Rat Terrier Mix,Tricolor,1
9676,1,Neutered Male,Miniature Poodle Mix,White,1
9677,1,Neutered Male,Chihuahua Shorthair Mix,Brown/Tan,1
9678,1,Neutered Male,Cairn Terrier Mix,Black,1
9679,1,Spayed Female,Chihuahua Shorthair Mix,Tan,1
9680,1,Spayed Female,Staffordshire Mix,Black/White,1
9681,0,Intact Male,Rat Terrier Mix,Black/White,1
9682,1,Spayed Female,Border Collie Mix,Red/White,1
9683,1,Spayed Female,Chihuahua Shorthair Mix,Tricolor,1
9684,1,Spayed Female,Chihuahua Shorthair Mix,Tricolor,1
9685,1,Neutered Male,Chihuahua Shorthair Mix,Tan/White,1
9686,0,Intact Female,Labrador Retriever Mix,Black/White,1
9687,1,Spayed Female,German Shepherd Mix,Sable,1
9688,1,Spayed Female,Rat Terrier Mix,Tan/Black,1
9689,1,Neutered Male,Labrador Retriever Mix,White/Black,1
9690,1,Intact Female,Black Mouth Cur Mix,Brown Brindle,1
9691,1,Spayed Female,Chihuahua Shorthair Mix,Tan,1
9692,1,Spayed Female,Chihuahua Shorthair Mix,White/Tan,1
9693,1,Spayed Female,Cairn Terrier Mix,Tan/Black,1
9694,1,Neutered Male,Cairn Terrier Mix,Tan,1
9695,1,Spayed Female,Chihuahua Shorthair Mix,Tricolor,1
9696,1,Neutered Male,Labrador Retriever Mix,Black,1
9697,0,Spayed Female,Miniature Poodle Mix,White/Black,1
9698,1,Spayed Female,Labrador Retriever Mix,Black/White,1
9699,1,Neutered Male,Dachshund Mix,Tan/White,1
9700,1,Neutered Male,Siberian Husky Mix,White,1
9701,1,Neutered Male,German Shepherd Mix,Black/Tan,1
9702,1,Neutered Male,Labrador Retriever Mix,Black/White,1
9703,1,Neutered Male,Dachshund Mix,Tan,1
9704,0,Intact Female,Australian Shepherd Mix,Brown/White,1
9705,1,Spayed Female,Pit Bull Mix,Blue/White,1
9706,1,Neutered Male,Jack Russell Terrier Mix,Black/Brown,1
9707,0,Intact Male,Cairn Terrier Mix,Black,1
9708,1,Neutered Male,Dachshund Mix,Brown,1
9709,1,Neutered Male,Rat Terrier Mix,Tricolor,1
9710,1,Neutered Male,Chihuahua Shorthair Mix,Black/Brown,1
9711,0,Intact Male,Chihuahua Shorthair Mix,White/Black,1
9712,1,Spayed Female,Chihuahua Shorthair Mix,Black/Tan,1
9713,1,Spayed Female,Pit Bull Mix,Blue,1
9714,1,Neutered Male,Chihuahua Shorthair Mix,Tan,1
9715,0,Intact Male,Chihuahua Shorthair Mix,Black,1
9716,1,Spayed Female,Cairn Terrier Mix,Tricolor,1
9717,1,Spayed Female,Chihuahua Shorthair Mix,Black/Tan,1
9718,1,Spayed Female,Pit Bull Mix,Blue/White,1
9719,1,Neutered Male,Catahoula Mix,Tan/White,1
9720,1,Spayed Female,Dachshund Mix,Black/Tan,1
9721,1,Neutered Male,Beagle Mix,White/Tan,1
9722,1,Spayed Female,Chihuahua Shorthair Mix,Tan,1
9723,1,Spayed Female,Chihuahua Shorthair Mix,Tan,1
9724,0,Intact Male,Chihuahua Shorthair Mix,Tan/White,1
9725,1,Spayed Female,Chihuahua Shorthair Mix,Brown Brindle,1
9726,1,Spayed Female,Chihuahua Shorthair Mix,White/Black,1
9727,0,Intact Male,Beagle Mix,White,1
9728,0,Intact Female,German Shepherd Mix,Black/Tan,1
9729,0,Intact Male,Miniature Poodle Mix,Tan,1
9730,0,Intact Male,Miniature Poodle Mix,Tan,1
9731,1,Intact Female,Chihuahua Shorthair Mix,Tan/White,1
9732,1,Spayed Female,Chihuahua Shorthair Mix,Black/Tan,1
9733,1,Neutered Male,Dachshund Mix,Black,1
9734,1,Neutered Male,Pit Bull Mix,Brown Brindle/White,1
9735,1,Spayed Female,Chihuahua Shorthair Mix,Tan,1
9736,1,Spayed Female,Cairn Terrier Mix,Tan/White,1
9737,1,Spayed Female,Chihuahua Longhair Mix,Black,1
9738,0,Neutered Male,Labrador Retriever Mix,Yellow,1
9739,1,Spayed Female,Chihuahua Shorthair Mix,White/Tan,1
9740,0,Neutered Male,Chihuahua Longhair Mix,Tricolor,1
9741,1,Neutered Male,Chihuahua Shorthair Mix,Tan/White,1
9742,1,Neutered Male,Chihuahua Shorthair Mix,Tricolor,1
9743,1,Neutered Male,Jack Russell Terrier Mix,Tan/White,1
9744,1,Intact Female,Cairn Terrier Mix,Black,1
9745,1,Neutered Male,Jack Russell Terrier Mix,Brown/White,1
9746,1,Spayed Female,Siberian Husky Mix,Red/White,1
9747,1,Neutered Male,Chihuahua Longhair Mix,Black/Brown,1
9748,1,Neutered Male,Chihuahua Shorthair Mix,Tan,1
9749,1,Spayed Female,Chihuahua Shorthair Mix,White/Black,1
9750,1,Neutered Male,Chihuahua Shorthair Mix,Black/White,1
9751,0,Neutered Male,Labrador Retriever Mix,Yellow,1
9752,1,Neutered Male,Chihuahua Longhair Mix,Cream,1
9753,1,Neutered Male,Chihuahua Shorthair Mix,Tan/White,1
9754,0,Intact Female,Chihuahua Shorthair Mix,Tricolor,1
9755,1,Neutered Male,Chihuahua Shorthair Mix,Buff,1
9756,1,Neutered Male,Chihuahua Shorthair Mix,Tan,1
9757,1,Spayed Female,Chihuahua Shorthair Mix,Black,1
9758,1,Spayed Female,Australian Cattle Dog Mix,Red/White,1
9759,1,Neutered Male,Chihuahua Shorthair Mix,Black,1
9760,1,Spayed Female,Dachshund Mix,Brown,1
9761,0,Neutered Male,Chihuahua Shorthair Mix,Black/White,1
9762,0,Intact Male,Beagle Mix,Black/Tricolor,1
9763,1,Spayed Female,Chihuahua Shorthair Mix,Tan/White,1
9764,1,Neutered Male,Border Collie Mix,Black/White,1
9765,1,Spayed Female,Anatol Shepherd Mix,White/Brown Brindle,1
9766,1,Neutered Male,Chihuahua Shorthair Mix,Red,1
9767,1,Neutered Male,Chihuahua Shorthair Mix,Black/Tan,1
9768,1,Neutered Male,Rat Terrier Mix,White/Black,1
9769,1,Spayed Female,Chihuahua Shorthair Mix,White/Tan,1
9770,1,Neutered Male,Australian Shepherd Mix,Brown,1
9771,0,Spayed Female,Jack Russell Terrier Mix,Brown/White,1
9772,1,Neutered Male,Black Mouth Cur Mix,Brown,1
9773,1,Spayed Female,Yorkshire Terrier Mix,Black/Brown,1
9774,1,Neutered Male,Australian Shepherd Mix,Tricolor,1
9775,1,Neutered Male,Miniature Poodle Mix,White/Black,1
9776,1,Spayed Female,Shih Tzu Mix,White/Black,1
9777,1,Spayed Female,Great Pyrenees Mix,White,1
9778,1,Spayed Female,Boxer Mix,Brown/White,1
9779,1,Neutered Male,Chihuahua Shorthair Mix,Black/Tan,1
9780,1,Neutered Male,Chihuahua Shorthair Mix,Brown,1
9781,1,Neutered Male,Chihuahua Shorthair Mix,White,1
9782,1,Spayed Female,Australian Cattle Dog Mix,White/Black,1
9783,1,Spayed Female,Cairn Terrier Mix,Brown,1
9784,1,Neutered Male,German Shepherd Mix,Sable,1
9785,1,Spayed Female,Miniature Poodle Mix,White/Black,1
9786,0,Intact Female,Australian Cattle Dog Mix,Black/Brown,1
9787,1,Neutered Male,Labrador Retriever Mix,Yellow,1
9788,1,Neutered Male,Miniature Poodle Mix,White,1
9789,0,Neutered Male,Chihuahua Shorthair Mix,Black,1
9790,1,Spayed Female,Chihuahua Shorthair Mix,Blue,1
9791,1,Spayed Female,Shih Tzu Mix,Black/White,1
9792,0,Intact Female,Chihuahua Shorthair Mix,White/Black,1
9793,1,Spayed Female,Boxer Mix,Black/White,1
9794,1,Spayed Female,Chihuahua Shorthair Mix,Brown/Black,1
9795,0,Intact Female,Chihuahua Shorthair Mix,Brown Brindle/White,1
9796,1,Spayed Female,Chihuahua Longhair Mix,Buff,1
